contract,experiment,clause_id,clause_type,risk_score,severity,deviation,confidence
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c006,Confidentiality,85,High,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c007,Confidentiality,85,High,True,0.6
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c008,Return/Destruction,85,High,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c009,Confidentiality,30,Low,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c010,IP Ownership / Assignment,30,Low,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c011,Term & Survival,85,High,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c012,Term & Survival,85,High,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c013,Permitted Disclosures,30,Low,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c014,Confidentiality,85,High,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c015,Remedies / Injunctive Relief,85,High,True,0.8
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c016,Term & Survival,30,Low,False,0.9
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c017,Term & Survival,30,Low,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c018,Term & Survival,30,Low,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c019,Governing Law,30,Low,False,0.8
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c020,Dispute Resolution,30,Low,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c021,Term & Survival,85,High,True,0.7
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c022,Confidentiality,30,Low,False,0.8
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c023,Miscellaneous,85,High,False,0.8
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c024,Term & Survival,30,Low,False,0.9
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c025,Term & Survival,30,Low,False,0.8
sec.gov_Archives_edgar_data_1000180_000104746914005832_a2220589zex-99_d10.htm,full_system,c026,Return/Destruction,30,Low,True,0.7
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c001,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c002,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c006,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c007,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c008,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c009,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c010,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c011,Return/Destruction,30,Low,False,0.62
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c012,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c013,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,baseline,c014,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c001,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c002,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c006,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c007,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c008,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c009,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c010,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c011,Return/Destruction,30,Low,False,0.62
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c012,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c013,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rules_only,c014,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c001,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c002,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c006,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c007,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c008,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c009,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c010,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c011,Return/Destruction,30,Low,False,0.62
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c012,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c013,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,rag_rules,c014,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c001,Term & Survival,30,Low,True,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c002,Miscellaneous,30,Low,True,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c006,Confidentiality,30,Low,False,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c007,Confidentiality,30,Low,False,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c008,Exceptions,30,Low,True,0.7
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c009,Confidentiality,30,Low,False,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c010,Confidentiality,30,Low,True,0.7
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c011,Return/Destruction,30,Low,False,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c012,Remedies / Injunctive Relief,30,Low,True,0.6
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c013,Miscellaneous,30,Low,True,0.8
sec.gov_Archives_edgar_data_1981535_000149315224006221_ex10-3.htm,full_system,c014,Miscellaneous,50,Unknown,True,0.8
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c001,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c002,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c003,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c004,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c005,Termination,30,Low,False,0.9199999999999999
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c006,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c008,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c009,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c010,Term & Survival,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c011,Miscellaneous,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c012,Miscellaneous,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c013,Governing Law,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c014,IP Ownership / Assignment,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c015,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c016,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c017,Return/Destruction,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c018,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c019,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c020,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c021,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c022,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c023,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c024,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c025,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c026,Return/Destruction,30,Low,False,0.95
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c027,Exceptions,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c028,Remedies / Injunctive Relief,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c029,Miscellaneous,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c030,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c031,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c032,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c033,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c034,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c035,Return/Destruction,30,Low,False,0.8200000000000001
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c036,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c037,Remedies / Injunctive Relief,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c038,Miscellaneous,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c039,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c041,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c042,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c043,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,baseline,c044,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c001,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c002,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c003,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c004,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c005,Termination,30,Low,False,0.9199999999999999
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c006,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c008,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c009,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c010,Term & Survival,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c011,Miscellaneous,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c012,Miscellaneous,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c013,Governing Law,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c014,IP Ownership / Assignment,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c015,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c016,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c017,Return/Destruction,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c018,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c019,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c020,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c021,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c022,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c023,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c024,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c025,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c026,Return/Destruction,30,Low,False,0.95
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c027,Exceptions,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c028,Remedies / Injunctive Relief,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c029,Miscellaneous,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c030,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c031,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c032,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c033,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c034,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c035,Return/Destruction,30,Low,False,0.8200000000000001
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c036,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c037,Remedies / Injunctive Relief,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c038,Miscellaneous,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c039,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c041,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c042,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c043,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rules_only,c044,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c001,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c002,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c003,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c004,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c005,Termination,30,Low,False,0.9199999999999999
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c006,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c008,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c009,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c010,Term & Survival,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c011,Miscellaneous,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c012,Miscellaneous,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c013,Governing Law,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c014,IP Ownership / Assignment,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c015,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c016,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c017,Return/Destruction,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c018,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c019,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c020,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c021,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c022,Term & Survival,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c023,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c024,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c025,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c026,Return/Destruction,30,Low,False,0.95
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c027,Exceptions,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c028,Remedies / Injunctive Relief,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c029,Miscellaneous,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c030,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c031,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c032,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c033,Confidentiality,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c034,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c035,Return/Destruction,30,Low,False,0.8200000000000001
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c036,Confidentiality,30,Low,False,0.52
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c037,Remedies / Injunctive Relief,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c038,Miscellaneous,30,Low,False,0.72
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c039,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c041,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c042,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c043,Miscellaneous,30,Low,False,0.35
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,rag_rules,c044,Confidentiality,30,Low,False,0.62
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c001,Term & Survival,30,Low,True,0.7
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c002,Miscellaneous,30,Low,False,0.8
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c003,Termination,30,Low,False,0.8
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c004,Confidentiality,30,Low,False,0.8
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c005,Termination,85,High,True,0.8
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c006,Term & Survival,30,Low,False,0.8
sec.gov_Archives_edgar_data_1031927_000091205702021039_a2079476zex-10_30.htm,full_system,c008,Limitation of Liability,30,Low,False,0.8
